0.1,1,13,0,8,2,15,3,4,7,5,14,1,10,12,11,9,6,2040.94 
0.1,1,13,3,14,5,0,15,6,1,2,8,11,10,12,4,9,7,2022.75 
0.1,1,6,12,7,3,5,13,11,14,2,9,1,4,8,10,0,15,2049.19 
0.1,1,9,6,12,11,10,3,15,14,4,7,2,13,8,1,0,5,2042.31 
0.1,1,9,10,4,6,5,11,12,2,0,3,15,8,13,7,1,14,2038.64 
0.1,1,6,0,4,9,10,5,13,8,14,2,7,15,3,12,1,11,2041.3 
0.1,1,11,13,14,1,4,10,15,7,9,3,12,0,6,2,5,8,2055.54 
0.1,1,11,12,1,4,9,2,10,8,0,6,15,13,7,3,5,14,2118.48 
0.1,1,6,3,13,14,4,1,2,7,8,9,0,11,10,12,5,15,1976.04 
0.1,1,6,15,8,5,14,4,2,10,12,0,9,13,3,1,11,7,2098.19 
0.1,1,8,11,7,12,10,14,4,1,6,0,2,13,3,5,9,15,2079.94 
0.1,1,15,1,9,4,13,2,8,7,10,6,14,11,3,12,0,5,2081.3 
0.1,1,3,0,1,5,9,14,13,4,15,10,12,11,8,2,6,7,2073.68 
0.1,1,0,8,1,3,10,5,12,13,11,4,6,9,2,7,14,15,2073.24 
0.1,1,12,6,2,10,5,11,9,7,1,14,0,13,8,3,4,15,2084.92 
0.1,1,15,3,6,5,11,13,9,10,2,0,7,4,12,8,14,1,2071.6 
0.1,1,3,11,0,10,5,14,1,15,2,8,9,13,6,7,12,4,2109.79 
0.1,1,10,0,8,11,5,14,3,2,6,4,15,7,13,12,9,1,2118.75 
0.1,1,8,3,15,5,14,2,10,12,4,0,9,13,1,6,7,11,2054.55 
0.1,1,9,1,15,7,4,5,11,14,0,3,12,8,13,10,2,6,1952.12 
0.1,1,6,11,9,8,4,14,10,3,0,7,1,2,5,13,12,15,2096.35 
0.1,1,7,10,4,1,8,9,5,3,0,11,6,2,13,12,14,15,2083.64 
0.1,1,7,6,13,1,9,11,3,0,5,15,8,10,2,4,14,12,2006.27 
0.1,1,6,13,12,15,5,8,10,7,2,4,3,11,0,1,14,9,2020.47 
0.1,1,10,1,12,4,5,13,6,7,3,9,14,8,0,11,2,15,1916.45 
0.1,1,6,1,4,10,5,9,8,14,3,7,12,13,0,11,2,15,2023.07 
0.1,1,3,9,12,5,15,4,2,10,8,6,7,1,13,11,14,0,2036.53 
0.1,1,9,15,10,7,13,0,3,6,5,4,1,12,11,2,14,8,2125.47 
0.1,1,10,3,11,7,15,1,4,2,5,0,14,13,9,6,8,12,2068.64 
0.1,1,3,15,6,5,8,0,14,1,4,2,11,13,9,10,7,12,1967.55 
0.1,1,12,10,1,0,4,6,15,7,14,11,5,13,9,3,8,2,2059.44 
0.1,1,0,6,7,11,13,5,9,14,10,15,3,12,8,2,1,4,2109.28 
0.1,1,12,3,4,2,13,5,1,0,7,11,10,8,9,6,14,15,2009.36 
0.1,1,9,10,15,7,1,8,11,5,3,6,12,13,4,0,14,2,1985.95 
0.1,1,0,13,11,1,8,12,6,9,14,3,5,7,4,10,2,15,2119.52 
0.1,1,9,3,8,5,11,13,12,15,6,7,0,10,2,1,14,4,2012.74 
0.1,1,8,1,2,4,12,5,10,7,14,11,3,0,6,13,9,15,2047.26 
0.1,1,10,13,8,5,15,11,0,14,7,9,6,4,12,1,3,2,2092.91 
0.1,1,0,2,7,4,5,3,9,8,1,11,14,13,10,12,6,15,2020.84 
0.1,1,15,6,7,5,1,8,10,14,11,3,4,13,2,12,0,9,1959.11 
0.1,1,9,10,15,13,0,4,3,5,11,8,12,1,7,6,2,14,2014.28 
0.1,1,2,14,0,1,4,9,13,5,7,8,12,6,3,10,11,15,2075.9 
0.1,1,12,1,3,7,14,13,10,15,5,4,11,9,6,0,8,2,2020.12 
0.1,1,14,12,4,6,9,8,3,13,11,1,7,15,2,0,10,5,2027.9 
0.1,1,2,1,0,6,8,12,11,15,9,7,3,13,4,10,14,5,2109.08 
0.1,1,12,14,0,3,10,1,15,13,11,4,7,2,5,9,8,6,2035.32 
0.1,1,8,7,11,9,12,10,2,5,15,0,14,6,4,13,1,3,2080.69 
0.1,1,14,8,6,1,0,13,3,15,7,9,10,5,4,12,11,2,2068.83 
0.1,1,8,11,3,14,1,10,15,12,0,7,6,13,9,5,4,2,2034.87 
0.1,1,14,8,4,2,0,12,11,3,15,7,6,10,9,13,5,1,2008.3 
0.1,1,10,8,15,5,9,1,2,7,0,3,12,13,6,11,14,4,2063.73 
0.1,1,9,1,3,5,14,15,6,8,11,0,12,4,13,10,2,7,2079.44 
0.1,1,14,12,11,8,9,4,2,13,15,3,5,7,0,6,1,10,2009.95 
0.1,1,10,8,14,3,12,1,15,0,7,4,5,13,2,11,6,9,2005.74 
0.1,1,12,13,7,5,10,3,14,11,6,0,15,8,4,9,2,1,1966.31 
0.1,1,15,1,2,9,4,13,5,10,3,8,12,11,7,0,6,14,1939.77 
0.1,1,3,0,7,11,2,10,4,1,5,15,12,6,9,13,14,8,2022.3 
0.1,1,10,8,13,6,2,0,1,4,3,7,12,11,9,5,14,15,2059.16 
0.1,1,13,6,8,9,10,1,14,4,5,0,12,11,2,7,3,15,2012.32 
0.1,1,14,9,10,11,8,3,13,4,1,2,0,5,7,12,6,15,2011.01 
0.1,1,6,10,1,11,0,8,9,7,2,4,12,13,5,3,14,15,2001.32 
0.1,1,11,6,2,10,13,15,5,3,7,8,4,9,12,0,14,1,2129.11 
0.1,1,3,0,9,1,12,15,2,14,5,7,8,4,10,13,11,6,2015.11 
0.1,1,0,1,15,2,9,3,14,11,5,6,4,8,7,10,12,13,2045.73 
0.1,1,2,0,15,5,12,10,6,3,4,9,11,8,7,13,14,1,2028.57 
0.1,1,2,13,3,4,9,8,0,7,1,15,6,11,5,12,14,10,2009.6 
0.1,1,8,6,11,2,13,9,15,3,14,5,1,10,4,12,0,7,2121.45 
0.1,1,11,9,8,5,0,15,13,14,10,1,7,6,12,4,3,2,2044.84 
0.1,1,2,13,9,5,14,3,10,7,0,11,4,15,12,1,8,6,1961.35 
0.1,1,6,8,7,15,5,13,3,2,14,4,1,10,9,0,11,12,2006.21 
0.1,1,0,11,4,14,12,13,5,9,7,1,3,10,8,2,6,15,1970.63 
0.1,1,12,1,3,15,5,0,6,7,2,9,11,13,8,10,4,14,1968.19 
0.1,1,14,10,2,13,6,3,1,7,8,5,15,4,12,9,11,0,2104.51 
0.1,1,0,11,4,15,10,1,12,7,14,5,8,2,9,6,3,13,2041.83 
0.1,1,8,14,2,12,9,10,13,15,7,5,3,1,6,0,11,4,2056.08 
0.1,1,13,6,4,11,0,5,1,7,3,9,8,15,10,2,14,12,2043.47 
0.1,1,12,1,6,2,14,5,15,4,10,8,11,7,3,13,0,9,2025.1 
0.1,1,12,14,6,15,10,11,5,9,2,4,3,1,0,7,8,13,1969.71 
0.1,1,6,2,14,5,0,12,8,11,1,4,15,13,3,9,10,7,2004.19 
0.1,1,3,0,6,5,8,12,1,9,2,7,11,13,10,4,14,15,2075.8 
0.1,1,0,2,4,6,15,3,8,7,5,9,11,14,13,10,12,1,1995.24 
0.1,1,8,2,10,5,4,0,15,7,11,9,3,13,1,6,12,14,2051.94 
0.1,1,14,12,4,5,8,6,9,7,15,1,0,10,2,11,3,13,1945.67 
0.1,1,14,0,7,8,5,12,1,9,6,4,10,13,2,11,3,15,2121.48 
0.1,1,2,13,4,1,8,11,12,9,7,10,15,6,3,5,14,0,2057.54 
0.1,1,13,12,2,5,1,14,9,7,0,15,8,4,10,11,3,6,1932.07 
0.1,1,6,2,3,14,0,11,1,4,7,9,5,13,8,10,12,15,2056.08 
0.1,1,9,8,1,7,11,10,12,14,6,15,2,13,4,0,3,5,1981.92 
0.1,1,0,11,12,2,5,9,3,7,6,1,8,15,4,13,14,10,2034.19 
0.1,1,0,1,6,5,12,2,15,13,14,3,10,8,4,11,7,9,2045.12 
0.1,1,6,13,4,10,1,5,3,15,11,0,12,14,8,7,2,9,2060.05 
0.1,1,9,11,13,1,6,15,3,7,5,2,4,8,0,12,14,10,2089.92 
0.1,1,15,13,14,3,12,8,11,9,10,6,0,1,5,4,7,2,2137.33 
0.1,1,12,8,9,13,5,1,6,7,10,2,14,0,4,11,3,15,2019.98 
0.1,1,11,15,4,5,0,3,12,7,6,9,2,13,10,1,14,8,1978.98 
0.1,1,2,3,11,12,8,5,14,9,4,0,1,6,13,10,7,15,2019.33 
0.1,1,3,7,1,5,10,8,2,9,6,14,12,11,13,0,4,15,2064.64 
0.1,1,12,1,9,6,0,11,2,7,8,14,3,13,10,4,5,15,2085.65 
0.1,1,15,9,6,0,12,3,4,11,2,14,10,13,7,5,8,1,2085.62 
0.1,1,12,8,1,15,2,10,9,7,5,11,0,14,6,13,4,3,2081.31 
0.1,1,13,0,8,2,15,3,4,7,5,14,1,10,12,11,9,6,2037.23 
0.1,1,13,3,14,5,0,15,6,1,2,8,11,10,12,4,9,7,2096.02 
0.1,1,6,12,7,3,5,13,11,14,2,9,1,4,8,10,0,15,2108.92 
0.1,1,0,11,2,15,5,13,6,7,3,9,14,8,10,1,12,4,1966.64 
0.1,1,3,15,6,5,8,0,14,1,4,2,11,13,9,10,7,12,2158.47 
0.1,1,15,6,7,5,1,8,10,14,11,3,4,13,2,12,0,9,2059.37 
0.1,1,15,1,2,9,4,13,5,10,3,8,12,11,7,0,6,14,2070.35 
0.1,1,2,13,9,5,14,3,10,7,0,11,4,15,12,1,8,6,1987.69 
0.1,1,14,12,4,5,8,6,9,7,15,1,0,10,2,11,3,13,2071.17 
0.1,1,13,12,2,5,1,14,9,7,0,15,8,4,10,11,3,6,2007.85 
0.1,1,15,1,2,9,4,13,5,10,8,7,0,11,6,12,3,14,2075.68 
0.1,1,6,3,13,14,4,1,2,7,5,8,12,11,9,0,15,10,2058.79 
0.1,1,0,15,8,4,1,14,9,7,13,12,2,5,10,6,3,11,2127.57 
0.1,1,6,3,13,14,8,9,0,11,4,1,2,7,10,15,12,5,2104.47 
0.1,1,10,3,15,14,9,6,12,11,4,7,2,13,8,1,0,5,2098.78 
0.1,1,15,1,2,9,4,13,5,10,7,0,6,14,3,8,12,11,1979.73 
0.1,1,10,1,12,4,15,5,11,14,0,3,9,8,13,7,2,6,2051.82 
0.1,1,9,1,15,7,5,13,6,12,3,4,14,8,0,11,2,10,2001.62 
0.1,1,6,3,13,14,4,1,2,7,0,15,8,9,10,11,12,5,2038.48 
0.1,1,13,12,2,5,1,14,9,7,8,6,0,11,10,3,4,15,2062.47 
0.1,1,13,12,2,5,1,14,9,7,0,15,8,4,10,11,3,6,2078.92 
0.1,1,13,12,2,5,1,14,9,7,0,15,8,4,10,11,3,6,2045.44 
0.1,1,11,13,14,1,4,10,15,7,9,3,12,0,6,2,5,8,2054.8 
0.1,1,15,1,2,9,4,13,5,10,3,8,12,11,7,0,6,14,2038.53 
0.1,1,2,13,9,5,14,3,10,7,12,0,8,4,15,1,11,6,2009.24 
0.1,1,6,15,8,5,14,4,2,10,0,11,7,13,12,1,3,9,2125.34 
0.1,1,9,1,15,7,4,5,11,14,0,3,12,8,13,10,2,6,2036.84 
0.1,1,9,1,15,7,4,5,11,14,0,3,12,8,13,10,2,6,2020.54 
0.1,1,6,3,13,14,4,1,2,7,0,15,8,12,10,11,9,5,2097.53 
0.1,1,13,12,2,5,1,14,9,7,8,3,0,11,10,6,4,15,2079.73 
0.1,1,3,15,6,5,9,2,10,8,0,1,4,13,7,12,11,14,2077.18 
0.1,1,11,12,1,4,8,0,14,3,5,2,15,13,9,10,7,6,2113.64 
0.1,1,6,3,13,14,4,1,2,7,8,9,0,11,10,12,5,15,1995.23 
0.1,1,6,3,13,14,4,1,2,7,8,9,0,11,10,12,5,15,1995.23 
0.1,1,3,15,6,5,8,0,14,1,4,2,11,13,9,10,7,12,2029.04 
0.1,1,2,13,9,5,14,3,10,7,0,11,4,15,12,1,8,6,2026.65 
0.1,1,12,13,7,5,10,3,14,11,2,9,1,4,8,6,0,15,2097.02 
0.1,1,6,12,7,3,5,13,11,14,10,0,15,8,4,9,2,1,2062.98 
0.1,1,10,1,12,4,5,13,6,7,3,9,14,8,0,11,2,15,2012.79 
0.1,1,6,3,13,14,4,1,2,7,8,9,0,11,10,12,5,15,2035.26 
0.1,1,11,12,1,4,9,2,10,8,0,6,15,13,3,14,5,7,2043.47 
0.1,1,11,13,14,1,4,10,15,7,9,3,12,0,2,8,5,6,1991.61 
0.1,1,9,10,4,6,5,13,11,14,2,3,1,12,8,7,0,15,2036.84 
0.1,1,6,12,7,3,5,11,4,2,0,10,15,8,13,9,1,14,2091.38 
0.1,1,10,3,14,11,12,13,7,5,0,4,15,8,9,2,1,6,2081.41 
0.1,1,14,7,13,1,5,11,12,2,3,0,15,8,9,10,4,6,1971.29 
0.1,1,6,0,4,9,10,5,13,8,14,2,7,15,3,12,1,11,1988.64 
0.1,1,6,0,4,9,10,5,13,8,14,2,7,15,3,12,1,11,1984.1 
0.1,1,2,13,9,5,14,3,10,7,1,11,12,0,6,15,4,8,2015.23 
0.1,1,11,13,14,1,4,10,15,7,0,3,5,2,12,9,8,6,2002.39 
0.1,1,9,10,4,6,5,11,12,2,0,3,15,8,14,1,13,7,1983.17 
0.1,1,10,1,12,4,5,13,6,7,3,9,14,8,15,2,0,11,2044.1 
0.1,1,9,1,15,7,10,3,14,11,6,0,5,8,4,13,2,12,2069.25 
0.1,1,12,13,7,5,4,15,11,14,0,3,1,8,9,10,2,6,2022.91 
0.1,1,3,9,14,8,5,13,6,7,10,1,12,4,0,11,2,15,2099.38 
0.1,1,9,10,7,12,8,0,14,1,4,2,11,13,3,15,6,5,2030.54 
0.1,1,6,0,4,9,10,5,13,8,14,2,7,15,3,12,1,11,2044.85 
0.1,1,6,12,7,3,5,13,11,14,2,9,1,4,8,10,0,15,2087.12 
0.1,1,6,0,4,9,10,5,13,8,7,15,14,12,1,11,3,2,2123.07 
0.1,1,13,12,2,5,1,14,9,7,6,0,10,15,3,8,4,11,2004.61 
0.1,1,15,6,7,5,1,8,10,14,11,3,4,13,2,12,0,9,2107.7 
0.1,1,6,12,7,3,5,13,11,14,2,9,1,4,10,15,0,8,2064.38 
0.1,1,6,3,13,14,4,1,2,7,5,9,11,12,8,10,15,0,1990.73 
0.1,1,12,1,3,15,5,0,6,7,8,9,14,11,10,4,2,13,2042.85 
0.1,1,13,12,2,5,4,1,6,7,8,9,0,11,10,3,14,15,1964.12 
0.1,1,6,3,13,14,1,12,9,7,0,15,8,4,10,11,2,5,2020.01 
0.1,1,4,9,2,1,10,3,14,11,6,0,15,8,12,13,7,5,2076.86 
0.1,1,14,4,2,10,6,15,8,5,12,0,9,13,3,1,11,7,2016.1 
0.1,1,3,15,6,5,8,0,14,1,4,2,11,13,9,10,7,12,2072.71 
0.1,1,3,15,6,5,8,0,14,1,4,2,11,13,9,10,7,12,2072.71 
0.1,1,6,3,13,14,4,1,2,7,5,8,15,10,12,11,9,0,2098.53 
0.1,1,13,0,8,2,15,3,4,7,6,9,1,11,10,12,5,14,2075.92 
0.1,1,13,0,8,2,15,3,4,7,5,14,1,10,11,12,6,9,2130.43 
0.1,1,15,1,2,9,4,13,5,10,3,8,12,11,14,7,0,6,2030.71 
0.1,1,10,1,12,4,5,13,6,7,3,9,14,8,0,11,2,15,1963.11 
0.1,1,15,6,7,5,1,8,10,14,11,3,4,13,2,12,0,9,2084.17 
0.1,1,2,13,9,5,14,3,10,7,0,11,4,15,12,1,8,6,2059.1 
0.1,1,2,13,9,5,14,3,10,7,0,11,4,15,12,1,8,6,1999.14 
0.1,1,9,6,12,11,1,8,10,14,2,7,0,5,15,3,4,13,2125.84 
0.1,1,4,12,2,13,10,3,9,14,15,6,7,5,8,1,0,11,2109.44 
0.1,1,9,10,4,6,5,11,12,2,0,3,1,8,13,7,14,15,2144.28 
0.1,1,9,1,15,7,4,5,11,14,0,3,12,8,13,10,6,2,2047.38 
0.1,1,14,12,4,5,6,11,9,2,0,3,15,8,13,7,1,10,2022.02 
0.1,1,9,10,4,6,8,5,14,7,15,1,0,12,2,11,3,13,1984.56 
0.1,1,8,10,0,15,5,13,11,14,2,9,1,4,6,12,7,3,2044.26 
0.1,1,12,0,9,13,14,4,2,10,6,15,8,5,3,1,11,7,2039.99 
0.1,1,0,11,4,15,14,3,10,7,2,13,9,5,12,1,8,6,2047.18 
0.1,1,14,4,2,10,6,15,8,5,12,0,9,13,3,1,11,7,2023.11 
